No.	Time	Source	Destination	Protocol	Length	Info
2219	12.630605300	155.133.252.89	192.168.50.145	UDP	97	27019 → 61613 Len=55
2220	12.645451200	192.168.50.145	155.133.252.89	UDP	306	61613 → 27019 Len=264
2221	12.646730500	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2222	12.646816600	155.133.252.89	192.168.50.145	UDP	1003	27019 → 61613 Len=961
2223	12.661603900	192.168.50.145	155.133.252.89	UDP	306	61613 → 27019 Len=264
2224	12.662079200	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2225	12.662080200	155.133.252.89	192.168.50.145	UDP	327	27019 → 61613 Len=285
2226	12.677238400	192.168.50.145	155.133.252.89	UDP	305	61613 → 27019 Len=263
2227	12.677744700	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2228	12.677747100	155.133.252.89	192.168.50.145	UDP	485	27019 → 61613 Len=443
2229	12.688756500	192.168.50.145	155.133.252.89	UDP	329	61613 → 27019 Len=287
2230	12.692928700	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2231	12.692930300	155.133.252.89	192.168.50.145	UDP	235	27019 → 61613 Len=193
2232	12.708979100	192.168.50.145	155.133.252.89	UDP	305	61613 → 27019 Len=263
2233	12.709283400	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2234	12.709288000	155.133.252.89	192.168.50.145	UDP	1187	27019 → 61613 Len=1145
2235	12.723997600	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2236	12.724097100	155.133.252.89	192.168.50.145	UDP	403	27019 → 61613 Len=361
2237	12.725107500	192.168.50.145	155.133.252.89	UDP	301	61613 → 27019 Len=259
2238	12.739937600	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2239	12.739940800	155.133.252.89	192.168.50.145	UDP	229	27019 → 61613 Len=187
2240	12.740756200	192.168.50.145	155.133.252.89	UDP	302	61613 → 27019 Len=260
2241	12.752224200	192.168.50.145	155.133.252.89	UDP	326	61613 → 27019 Len=284
2242	12.756743500	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2243	12.756744500	155.133.252.89	192.168.50.145	UDP	1299	27019 → 61613 Len=1257
2244	12.756901400	192.168.50.145	8.8.8.8	ICMP	74	Echo (ping) request  id=0x0001, seq=96/24576, ttl=64 (reply in 2255)
2245	12.758793600	155.133.252.89	192.168.50.145	UDP	515	27019 → 61613 Len=473
2246	12.767455900	192.168.50.145	155.133.252.89	UDP	306	61613 → 27019 Len=264
2247	12.770743200	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2248	12.770744400	155.133.252.89	192.168.50.145	UDP	355	27019 → 61613 Len=313
2249	12.783112900	192.168.50.145	155.133.252.89	UDP	302	61613 → 27019 Len=260
2250	12.786475900	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2251	12.786477000	155.133.252.89	192.168.50.145	UDP	250	27019 → 61613 Len=208
2252	12.800239200	192.168.50.145	155.133.252.89	UDP	302	61613 → 27019 Len=260
2253	12.802589600	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2254	12.802590700	155.133.252.89	192.168.50.145	UDP	470	27019 → 61613 Len=428
